Age,Gender,Exercise Level,Sleep Hours,Work Hours per Week,Stress Score
57,Female,High,5.6,71.3,64.41
55,Female,High,9.5,56.5,41.18
56,Male,Low,5.3,38.6,67.35
45,Female,High,6.8,37.7,48.95
49,Female,Low,5.0,59.0,78.67
31,Male,High,7.9,67.5,46.68
51,Male,Medium,8.9,39.9,32.03
62,Female,High,9.8,24.2,15.99
56,Male,Low,6.3,39.0,60.35
40,Female,Medium,4.8,68.8,82.21
50,Female,High,9.4,71.9,50.5
51,Male,Medium,8.3,75.7,65.79
50,Male,High,5.7,78.1,70.28
21,Female,High,8.4,37.1,25.73
51,Female,Medium,8.7,39.0,43.08
53,Male,Low,5.1,52.8,79.09
47,Male,High,8.7,21.3,21.05
44,Female,Medium,9.9,55.3,46.41
24,Female,High,8.6,32.4,28.56
62,Male,Low,9.5,51.6,45.18
58,Female,Medium,5.2,21.9,45.19
51,Male,Low,4.1,79.4,94.9
61,Male,Medium,9.4,22.0,29.31
48,Female,High,9.8,34.3,23.53
62,Female,High,7.3,56.9,45.05
46,Female,Low,8.9,52.4,56.12
18,Female,Medium,7.9,26.2,38.79
37,Male,Low,4.1,51.5,88.02
20,Male,High,9.8,38.0,28.44
40,Female,Medium,7.9,50.0,55.24
34,Male,Low,7.8,41.2,44.59
47,Male,High,4.2,25.4,47.77
59,Male,High,6.2,53.3,55.15
59,Female,High,5.7,20.1,28.64
57,Male,Low,5.0,68.0,82.67
51,Male,High,5.9,44.6,52.55
22,Female,Medium,7.7,34.6,45.85
50,Female,Medium,4.3,37.6,56.53
44,Female,High,4.7,46.4,66.95
45,Female,High,8.4,34.1,32.15
55,Female,Medium,7.4,38.4,41.66
57,Male,High,6.0,69.9,63.93
64,Female,High,4.4,45.6,48.49
35,Female,Medium,9.4,78.3,64.72
49,Male,High,8.6,52.7,42.81
60,Male,High,5.1,20.2,41.02
36,Male,Low,8.2,42.4,56.77
43,Female,High,5.8,33.3,42.03
25,Male,Medium,5.6,39.8,51.11
38,Male,High,5.8,37.7,43.45
33,Female,Medium,7.2,25.9,40.08
30,Female,Medium,6.5,42.9,42.37
56,Male,Medium,7.7,72.7,61.39
18,Male,Medium,4.9,57.3,58.74
20,Female,Medium,9.2,46.6,33.18
45,Female,Low,5.2,70.5,83.33
54,Male,Medium,7.4,67.9,61.29
54,Male,Low,8.4,65.7,69.11
30,Male,Medium,6.4,66.6,70.29
34,Female,Low,4.9,32.4,59.0
52,Female,Medium,4.1,66.8,82.13
51,Male,High,6.7,25.8,30.22
19,Female,High,5.2,33.1,44.8
28,Female,High,8.6,43.3,35.83
28,Female,High,8.8,58.3,32.26
39,Female,High,6.5,49.5,58.21
64,Male,Medium,6.2,24.8,39.43
32,Male,Low,8.3,65.0,61.75
29,Female,High,5.6,49.2,49.62
37,Male,High,8.3,52.8,44.74
27,Female,Medium,6.8,32.0,41.93
54,Female,High,8.9,56.1,43.58
30,Male,High,8.4,55.8,36.84
60,Male,Medium,8.8,20.1,22.68
54,Male,Medium,8.7,50.4,44.54
40,Male,Medium,7.7,73.9,66.59
27,Male,High,7.7,27.0,30.68
31,Female,High,7.3,36.2,38.52
41,Female,High,5.0,74.3,69.79
23,Female,High,5.1,34.8,36.55
63,Male,Low,8.2,67.5,63.04
29,Male,Medium,6.2,46.3,53.43
64,Female,Medium,5.1,52.4,62.7
52,Male,Low,6.4,36.8,53.65
49,Male,Low,4.3,64.6,89.53
38,Female,Low,8.8,78.0,78.62
53,Female,Low,5.3,32.2,57.8
21,Male,Medium,5.6,68.9,66.22
33,Male,Medium,6.0,28.4,39.13
23,Male,Medium,4.9,65.4,65.62
61,Female,High,8.7,34.1,31.91
31,Female,Low,7.0,28.9,48.13
19,Male,High,4.7,33.2,46.9
40,Female,High,8.1,52.4,46.24
42,Male,Medium,6.9,26.6,43.72
61,Female,Low,6.3,43.3,63.09
61,Female,High,7.2,43.8,41.53
63,Female,Medium,5.1,37.7,62.6
50,Female,High,7.0,28.1,40.93
22,Female,High,9.5,79.8,49.75
63,Male,High,5.5,68.4,67.59
49,Female,High,9.6,52.1,41.79
35,Female,Low,6.9,39.1,66.2
33,Female,High,5.9,45.4,53.9
37,Male,High,4.6,39.1,56.62
38,Male,Low,4.4,43.3,70.97
26,Female,High,7.7,45.3,29.79
36,Female,High,5.2,26.2,42.44
33,Male,High,6.1,21.3,29.25
31,Female,Low,4.9,55.5,80.6
37,Female,Medium,6.0,79.8,77.62
33,Female,Low,9.1,75.9,71.97
33,Female,High,4.0,20.6,39.28
50,Female,High,6.9,76.1,62.17
49,Female,Low,7.7,60.9,70.66
61,Female,Low,4.6,74.1,90.6
22,Male,Medium,7.7,44.4,43.0
52,Male,Low,6.9,53.7,66.83
37,Female,High,5.1,53.3,65.42
51,Male,Low,9.4,67.4,63.82
34,Male,Medium,9.6,73.7,45.63
50,Male,Low,5.8,34.8,66.39
49,Female,High,4.5,49.4,64.43
22,Male,Low,9.1,52.8,49.99
35,Male,Medium,6.3,47.0,51.52
28,Female,Low,4.9,61.4,84.92
34,Female,Low,9.2,76.6,65.9
41,Male,Low,8.8,60.8,71.07
41,Female,Low,7.5,26.5,50.72
29,Female,Medium,4.6,63.7,78.05
32,Female,Medium,6.2,26.3,44.35
22,Male,Medium,7.9,53.5,45.79
39,Female,Low,5.5,71.5,87.48
22,Male,Low,8.2,31.0,37.02
39,Female,Medium,9.1,30.2,38.76
35,Female,Medium,5.5,64.3,72.75
29,Male,Low,7.8,42.1,55.66
42,Male,Medium,8.3,42.2,45.25
31,Male,Medium,7.7,69.1,54.36
23,Female,Low,9.9,49.0,44.74
61,Female,Medium,8.3,46.7,38.98
46,Female,Low,6.8,58.4,72.82
35,Male,Medium,5.0,49.3,72.04
55,Male,High,4.9,35.8,45.5
19,Female,Low,4.5,63.2,78.4
24,Male,Low,5.7,63.4,69.18
50,Male,Medium,9.9,24.4,26.32
35,Female,High,9.4,25.8,29.86
35,Male,Low,4.8,50.4,79.37
30,Male,Low,7.3,68.6,72.45
33,Female,Low,8.1,25.1,42.54
46,Male,Medium,6.8,35.2,47.26
64,Female,High,9.8,29.4,25.06
57,Female,Low,5.7,37.3,68.11
55,Female,Medium,7.6,27.5,41.1
41,Male,Medium,4.7,42.9,69.37
48,Male,High,8.4,20.9,32.55
32,Male,High,5.5,70.3,62.56
21,Female,High,8.6,72.8,44.79
19,Female,Low,8.8,46.1,43.58
56,Male,Medium,4.9,52.5,66.45
18,Male,High,4.5,65.3,63.61
40,Female,Medium,8.3,54.2,58.5
23,Male,Medium,8.0,70.7,55.2
45,Female,High,8.4,63.5,47.86
61,Female,Low,7.4,44.9,51.19
34,Male,Low,6.2,57.6,60.99
53,Female,Low,8.9,41.0,49.35
45,Female,High,7.0,77.1,61.58
63,Male,Low,8.3,69.7,64.33
64,Female,Low,7.3,68.5,67.72
52,Female,Low,8.5,24.7,41.52
52,Female,High,5.4,37.1,39.68
64,Male,Low,5.7,73.9,82.58
38,Female,Medium,4.8,30.5,51.98
62,Male,High,5.9,66.3,68.02
59,Female,Medium,4.7,49.5,65.98
31,Female,Low,5.7,36.0,64.89
49,Male,Medium,5.6,56.4,62.14
50,Female,Medium,9.1,33.8,42.66
30,Female,Medium,5.6,67.8,62.42
53,Male,High,6.1,59.2,50.86
44,Female,Low,6.8,45.7,61.6
39,Male,High,5.2,52.7,59.18
63,Female,Medium,6.0,79.4,70.46
29,Female,Low,6.1,70.5,80.75
39,Male,Medium,9.5,34.2,36.24
31,Female,Low,6.4,52.9,72.05
49,Female,High,10.0,31.0,27.55
51,Female,Low,5.8,50.9,67.54
24,Male,Medium,9.7,36.8,32.9
52,Female,Medium,6.7,21.3,31.53
57,Female,Medium,8.8,48.9,45.1
60,Female,Medium,9.5,66.5,46.87
26,Female,High,5.5,51.9,58.95
64,Female,High,4.6,72.3,70.64
27,Male,Medium,7.7,63.0,60.74
51,Male,High,6.4,74.6,70.21
18,Female,Low,5.0,21.1,55.35
40,Male,Medium,5.7,61.6,69.82
28,Female,High,4.7,24.3,45.68
42,Male,High,6.2,66.9,59.0
40,Male,High,6.9,28.0,43.12
43,Female,High,4.2,23.5,51.96
41,Male,Medium,9.3,58.7,49.13
22,Male,Medium,8.5,73.4,59.88
40,Male,Low,6.6,35.8,65.56
50,Female,Medium,7.9,54.2,58.7
38,Male,Low,4.5,77.7,92.28
24,Female,Low,6.2,52.3,70.85
42,Male,Medium,9.7,26.6,27.16
32,Female,Low,8.4,52.3,50.03
26,Male,High,6.6,68.0,55.21
41,Male,High,4.8,49.6,55.66
42,Male,High,5.9,25.4,39.82
33,Male,High,8.2,64.5,48.94
42,Male,Low,8.2,69.3,75.32
38,Male,Low,7.3,76.0,78.34
59,Male,Low,9.6,54.7,47.19
28,Female,Medium,8.9,64.7,44.73
54,Female,High,9.3,39.8,20.86
41,Female,High,8.3,77.4,63.1
36,Female,High,9.0,54.7,46.01
31,Female,Low,6.4,55.6,59.07
56,Female,Low,7.3,32.1,55.21
47,Female,High,4.4,70.7,78.51
21,Male,Medium,9.5,54.4,40.39
57,Male,Low,9.3,45.5,46.84
27,Male,High,5.5,31.6,35.93
29,Male,Medium,8.8,41.4,40.94
18,Male,Medium,9.6,72.1,56.15
36,Female,Medium,5.6,75.2,86.36
62,Male,Low,6.0,48.1,69.43
23,Female,High,6.7,43.3,36.89
30,Male,Low,9.8,54.4,43.0
30,Female,High,9.9,46.0,26.44
41,Male,High,4.1,24.6,51.47
64,Female,High,9.4,68.6,41.59
57,Male,High,5.2,21.9,43.95
51,Male,Medium,7.1,34.9,36.61
23,Male,Medium,9.1,69.5,44.37
38,Male,Medium,9.9,44.4,40.11
24,Female,Low,6.8,63.4,69.23
32,Male,High,5.4,46.1,43.5
58,Female,Medium,9.4,40.5,32.03
21,Male,Low,7.0,57.3,65.49
41,Female,Medium,4.8,21.1,50.62
22,Male,Medium,5.0,39.1,53.08
20,Female,Low,8.7,60.3,61.79
63,Male,Low,8.1,58.5,69.56
30,Female,Low,5.2,37.6,65.26
64,Female,Medium,4.5,72.9,85.03
53,Male,High,8.0,39.8,40.78
44,Female,High,5.3,37.2,45.57
18,Male,High,7.4,46.3,33.44
48,Female,Low,8.4,78.4,76.67
46,Male,High,8.5,60.2,47.93
53,Female,High,9.9,69.2,34.68
52,Male,Low,6.2,31.7,53.75
29,Male,High,5.1,23.2,38.54
58,Male,Low,4.1,33.7,59.78
38,Female,High,6.2,60.3,65.76
38,Male,High,6.9,64.0,63.48
45,Male,Low,5.2,55.4,83.73
40,Male,High,8.3,38.0,31.65
30,Female,High,7.6,41.5,28.09
19,Male,Medium,8.0,25.9,32.63
60,Male,Medium,6.7,77.4,73.63
28,Male,Medium,9.0,25.9,20.85
29,Female,Low,8.3,53.6,63.91
41,Male,High,9.6,52.9,43.62
25,Female,Medium,4.5,58.6,62.29
23,Male,Medium,8.7,61.1,51.25
26,Male,High,5.5,64.4,66.77
37,Male,Medium,4.5,48.5,74.72
20,Female,Low,8.9,54.6,49.14
34,Male,Low,4.8,40.6,66.17
47,Female,High,8.0,20.8,30.51
58,Female,Medium,5.1,30.2,56.28
62,Male,Low,7.2,73.3,75.29
21,Male,Medium,6.2,71.5,66.65
25,Female,Low,4.3,79.9,94.41
43,Male,Medium,6.0,35.4,49.36
46,Male,High,9.3,33.8,22.81
37,Male,Low,8.7,50.1,56.98
34,Male,Low,9.8,66.1,51.41
19,Female,Low,7.7,48.1,60.96
60,Male,High,4.7,21.8,37.28
60,Female,Medium,5.6,36.1,57.6
62,Male,Low,6.8,61.2,72.58
30,Male,Low,4.9,27.7,50.01
54,Male,Low,4.6,39.4,62.85
31,Male,Low,8.3,29.2,34.84
53,Female,Medium,4.8,48.4,59.41
61,Female,High,7.5,59.7,50.9
29,Female,Low,4.6,59.5,79.13
43,Female,Medium,7.1,20.8,43.5
35,Male,Low,7.2,61.8,66.6
39,Male,Low,5.9,61.3,80.9
57,Female,High,5.0,23.8,45.99
41,Female,High,5.8,42.3,45.12
19,Female,High,9.7,79.0,52.8
18,Male,Medium,4.2,30.2,48.49
34,Female,Medium,7.7,73.1,56.44
48,Male,Low,6.6,25.7,58.9
38,Female,Medium,5.0,52.4,69.1
64,Male,High,4.5,47.9,62.21
39,Female,High,5.1,60.4,72.73
28,Male,High,7.0,39.0,43.27
51,Female,Medium,7.4,59.8,49.46
23,Male,High,5.4,59.7,56.89
27,Female,Low,4.8,42.4,72.0
35,Male,Low,6.2,34.6,62.59
28,Male,Medium,7.8,65.8,50.12
55,Male,High,7.6,54.6,43.27
60,Male,High,8.0,67.6,43.46
46,Female,Low,5.8,66.4,82.18
62,Female,Medium,7.1,58.8,57.66
22,Female,Medium,8.0,78.1,60.69
24,Male,Low,8.4,44.3,52.23
34,Male,High,9.9,29.5,19.83
53,Male,Low,6.8,74.0,84.17
37,Male,Medium,8.3,43.7,43.04
58,Female,Low,9.1,47.6,52.18
50,Male,High,7.9,68.9,58.01
20,Female,High,4.3,33.3,46.7
52,Male,High,9.1,69.1,54.11
31,Female,High,9.8,49.9,31.41
51,Female,Low,9.6,59.9,47.9
54,Male,Medium,9.3,71.1,53.47
63,Female,High,9.5,53.4,31.39
48,Male,Low,8.4,64.4,73.38
37,Male,High,9.0,41.6,33.94
51,Male,High,4.9,39.8,44.23
62,Male,Medium,5.7,50.1,60.63
30,Male,Low,5.9,39.2,62.97
38,Female,Medium,6.9,36.1,48.07
29,Female,High,5.1,29.5,36.63
33,Male,High,7.3,39.5,29.38
61,Female,High,5.7,28.7,36.98
19,Female,Medium,7.9,39.5,42.22
24,Male,High,7.5,54.2,47.32
64,Male,Medium,5.5,47.8,62.3
53,Male,High,6.3,33.2,41.12
47,Male,High,6.9,29.7,44.49
49,Female,High,9.9,63.6,50.8
55,Male,Medium,8.3,37.7,39.71
20,Female,Medium,7.1,59.5,55.67
27,Male,Medium,6.9,42.9,52.01
29,Female,Low,6.2,33.4,59.83
48,Female,Medium,8.3,63.9,54.12
38,Female,High,9.0,65.5,50.98
56,Female,High,9.7,44.1,29.2
28,Male,Low,7.7,79.9,82.19
36,Female,Low,9.3,38.2,51.54
34,Male,Medium,4.7,65.8,70.12
24,Male,Low,5.1,63.3,79.85
64,Female,Low,8.6,79.4,64.52
56,Male,High,6.1,53.0,54.86
64,Male,Medium,6.8,43.9,55.78
61,Male,High,8.5,41.6,38.84
39,Female,Low,7.2,40.2,65.0
45,Male,Low,9.8,47.7,57.32
51,Male,Low,8.9,24.6,41.79
54,Male,Low,6.1,40.2,65.36
57,Female,High,8.5,54.7,46.12
23,Male,Low,4.6,33.1,62.89
56,Female,High,7.7,75.7,57.0
33,Female,High,8.7,48.1,38.18
37,Male,Low,7.4,74.7,79.24
59,Female,High,8.5,23.0,22.91
53,Male,Low,5.3,33.4,57.71
58,Female,Low,5.5,45.9,65.14
34,Female,Low,5.1,62.4,69.87
34,Male,Low,7.6,67.1,71.6
21,Male,Medium,4.5,69.8,73.82
64,Female,High,5.0,40.0,42.36
44,Female,Medium,7.9,28.6,47.48
52,Female,Medium,9.3,25.5,27.39
47,Female,Medium,8.2,73.4,71.38
49,Female,High,9.0,45.6,36.79
59,Female,High,8.4,42.2,29.46
19,Female,Low,7.4,73.8,78.28
58,Female,High,5.0,35.4,53.99
29,Female,Low,5.7,46.6,71.56
31,Male,Low,6.8,42.2,53.41
59,Male,Low,9.3,52.1,48.48
42,Male,Medium,9.4,22.4,27.58
24,Female,High,5.5,66.4,53.76
40,Male,High,7.9,72.2,63.44
29,Male,Low,4.2,36.3,70.27
56,Male,Medium,6.7,43.1,54.45
54,Male,High,5.5,76.9,69.22
29,Female,Medium,4.9,64.7,64.6
48,Female,High,4.6,46.2,52.88
51,Male,Low,8.6,49.3,50.89
26,Male,Medium,9.9,37.9,22.04
49,Male,High,9.4,41.2,28.57
57,Female,Medium,6.1,64.1,72.24
39,Female,Medium,6.8,49.9,59.21
18,Female,High,7.9,54.7,35.69
40,Female,High,6.9,75.3,65.22
42,Female,High,9.7,32.8,32.07
55,Male,High,6.8,53.8,56.77
63,Female,Low,7.3,54.0,57.21
24,Female,Medium,10.0,47.4,27.25
44,Male,Medium,7.4,31.7,46.1
50,Male,Medium,4.2,57.0,74.31
62,Female,Medium,5.3,65.7,73.6
35,Male,High,6.7,60.7,51.87
45,Female,High,5.2,58.4,66.73
40,Female,Medium,6.8,31.3,49.09
45,Female,Medium,9.4,45.8,48.0
27,Male,Low,7.8,28.5,46.23
57,Female,Medium,5.4,44.4,49.79
38,Female,Low,7.0,34.9,61.59
44,Male,Low,5.5,35.4,73.33
55,Female,High,8.9,27.4,20.62
21,Male,Low,9.2,28.4,35.98
49,Male,Low,4.5,21.4,70.01
46,Male,High,9.2,68.2,52.5
57,Male,Medium,6.3,32.3,38.61
52,Female,Low,6.0,24.4,58.96
34,Female,High,5.7,79.1,60.09
44,Female,Low,6.5,27.3,50.33
21,Male,Medium,9.6,40.7,34.9
21,Female,Low,4.8,20.1,61.09
28,Female,High,8.5,58.8,40.7
21,Male,Medium,6.2,33.5,52.13
46,Male,High,5.1,50.6,60.54
22,Male,Medium,9.7,78.4,60.89
47,Male,Low,4.0,78.2,100.0
18,Male,Low,4.4,27.1,66.71
61,Female,High,7.9,50.3,33.46
45,Female,Medium,4.4,31.3,58.18
52,Male,High,8.2,61.0,39.3
33,Male,High,7.9,76.2,48.19
62,Female,High,7.9,29.9,36.98
31,Female,Medium,9.5,58.1,36.22
63,Female,High,5.0,24.1,46.67
42,Female,Low,5.7,38.3,69.78
36,Male,Medium,5.0,55.8,68.53
28,Female,Medium,6.1,21.7,46.09
53,Female,High,8.5,44.5,39.94
48,Female,Low,6.8,36.6,55.62
55,Female,Medium,4.5,67.3,80.47
46,Male,Medium,9.0,55.8,57.86
24,Male,Medium,5.8,34.4,49.73
46,Female,Low,9.6,51.0,55.2
54,Female,Medium,9.5,73.0,61.08
61,Male,Low,6.0,20.6,58.08
59,Male,High,7.3,56.3,51.1
47,Female,High,7.2,60.3,61.11
32,Male,High,4.6,60.5,54.68
28,Male,Low,4.7,68.1,86.95
21,Female,High,7.8,77.0,47.86
53,Female,High,5.4,47.4,46.83
54,Male,Low,8.3,52.6,62.83
34,Female,Medium,10.0,75.2,54.66
51,Male,High,8.1,47.0,38.53
40,Male,Medium,7.2,36.3,51.2
56,Female,High,4.8,77.5,71.8
52,Male,High,4.4,71.3,75.63
45,Female,High,9.7,79.1,52.65
32,Male,Medium,4.7,61.7,67.86
43,Male,High,4.8,72.3,72.35
33,Male,Medium,6.4,22.4,35.05
23,Female,Low,5.8,29.9,54.93
21,Female,Medium,7.6,65.3,59.88
19,Female,Medium,4.2,78.5,87.09
61,Male,Medium,8.4,67.6,51.19
41,Female,High,7.8,79.7,71.87
61,Male,Low,9.7,56.8,57.66
56,Female,Low,4.8,63.0,79.77
32,Male,Low,4.2,29.1,56.14
42,Male,High,7.1,61.6,49.23
34,Female,Medium,4.6,34.0,48.27
45,Female,High,5.4,70.1,69.0
23,Male,High,7.4,22.7,24.3
28,Female,Medium,5.0,30.9,50.63
50,Male,High,7.8,34.2,43.24
39,Male,Low,9.9,41.8,43.02
44,Male,High,4.9,49.9,62.18
27,Male,Low,8.2,44.0,49.83
51,Male,High,8.4,53.1,37.24
35,Male,High,5.0,20.9,42.62
44,Female,Medium,7.5,21.6,43.71
59,Male,Medium,9.1,54.0,38.36
20,Male,Low,5.3,76.7,76.58
48,Male,Low,7.0,23.8,48.79
57,Female,Medium,5.5,50.2,65.43
34,Female,Medium,7.5,49.1,53.2
62,Female,Medium,9.7,44.5,30.35
44,Female,Medium,10.0,21.8,19.61
30,Male,Low,8.6,33.8,39.72
26,Female,Low,5.9,25.3,44.33
24,Male,Low,8.2,40.4,47.01
50,Female,Low,8.7,68.8,65.35
20,Female,High,6.0,63.3,59.67
61,Female,Medium,5.3,65.1,64.37
55,Female,Medium,4.1,74.1,81.91
18,Female,Medium,6.7,50.5,51.07
36,Female,High,8.7,27.6,30.55
41,Male,Medium,8.7,66.1,55.95
44,Female,High,5.4,59.0,59.68
18,Male,High,5.6,28.8,34.66
27,Female,Medium,5.6,30.3,38.44
63,Male,High,7.2,45.4,38.3
22,Male,Low,8.1,75.5,70.54
22,Female,Low,8.6,71.3,69.32
34,Female,High,6.2,60.2,60.39
30,Male,High,7.6,28.3,24.01
24,Male,High,5.0,33.2,41.16
25,Female,Medium,5.3,34.1,48.5
24,Female,High,5.2,36.0,42.69
18,Male,Medium,6.1,60.9,62.53
26,Male,Low,5.5,25.5,51.05
43,Male,High,7.7,71.2,56.02
38,Male,High,6.4,44.3,43.73
19,Male,High,4.2,46.8,56.34
42,Female,Medium,4.3,37.5,69.75
64,Male,High,8.0,79.9,51.98
49,Female,Low,9.8,30.7,42.28
44,Female,High,6.6,53.6,61.24
38,Female,Low,9.3,74.9,68.99
20,Male,High,6.6,57.9,48.22
41,Male,Medium,8.8,73.4,69.51
58,Female,Medium,5.6,80.0,78.33
24,Male,Medium,9.1,20.6,18.5
52,Male,Medium,5.3,61.5,62.86
57,Female,Low,7.1,65.7,75.46
44,Male,Medium,9.9,58.7,51.4
26,Female,High,5.7,33.1,47.03
25,Female,High,4.0,26.9,42.99
40,Male,Medium,5.4,45.8,66.52
20,Female,High,9.3,46.7,37.07
30,Female,High,8.0,78.7,62.67
19,Male,Low,4.7,28.8,54.55
42,Male,Medium,4.8,49.3,71.53
46,Male,Medium,9.9,70.8,54.56
37,Female,Medium,5.6,34.1,48.69
58,Female,Medium,8.3,49.4,49.6
42,Female,High,6.0,31.5,48.17
55,Male,High,8.5,65.1,41.21
63,Male,High,5.9,48.4,57.94
63,Male,Medium,5.2,48.1,64.67
61,Male,Low,6.2,73.8,78.73
53,Male,High,4.6,36.2,50.43
23,Male,Medium,8.5,30.4,33.37
29,Male,Medium,5.3,29.8,46.32
23,Female,Medium,8.9,31.2,26.87
22,Female,Medium,8.1,59.2,48.9
26,Male,High,6.7,45.5,39.95
46,Male,Medium,4.8,44.3,60.85
19,Female,Low,4.6,72.6,83.54
47,Male,High,4.7,70.0,75.15
28,Female,High,6.4,79.4,65.69
39,Male,High,9.2,72.2,52.07
29,Male,Medium,6.2,66.8,63.9
55,Male,Medium,6.9,27.5,34.81
31,Female,High,5.2,59.3,51.83
32,Female,Low,4.0,22.8,56.52
18,Female,Low,9.0,61.0,56.6
55,Female,Medium,6.7,44.6,56.04
44,Female,Low,9.7,30.2,50.16
48,Female,Medium,5.2,58.8,74.51
47,Female,Medium,7.5,38.4,51.07
55,Male,Medium,5.1,56.1,70.86
31,Female,Low,6.0,27.3,51.85
48,Male,Low,6.6,47.4,68.08
51,Male,Medium,7.2,36.7,43.45
52,Female,High,6.0,77.9,61.65
31,Female,High,7.0,48.1,42.38
39,Male,Low,5.8,45.3,70.71
18,Male,Low,6.3,44.8,59.12
49,Female,Low,9.0,27.1,37.78
27,Male,Low,4.5,79.0,87.73
19,Female,Medium,7.5,79.0,63.73
29,Female,Medium,7.9,38.9,43.0
38,Male,High,6.1,46.1,44.78
43,Male,Medium,6.2,72.8,81.66
40,Female,Low,5.0,71.0,85.62
64,Male,Low,9.4,56.5,53.37
47,Male,Medium,4.1,53.2,75.07
34,Female,High,7.7,26.9,26.88
42,Female,Medium,7.6,68.5,69.07
52,Male,High,5.1,33.1,38.1
50,Female,Low,7.6,34.9,60.1
26,Female,High,7.7,49.5,35.09
41,Male,Medium,6.6,35.0,53.43
40,Male,High,9.6,41.5,37.54
47,Male,High,6.8,73.7,68.0
55,Female,Medium,5.6,39.5,60.44
30,Male,Medium,9.1,63.3,52.43
28,Male,Medium,5.0,50.7,59.27
24,Female,High,9.9,54.1,35.57
45,Female,High,4.3,29.5,45.33
36,Male,Medium,8.6,55.0,45.49
44,Male,High,5.6,67.8,59.79
19,Male,Medium,4.7,56.0,64.04
31,Male,Low,8.6,63.6,58.0
22,Male,High,7.7,62.3,40.38
42,Female,Medium,5.1,32.7,49.11
53,Male,Medium,7.0,23.8,44.54
20,Female,Medium,7.0,75.5,61.27
47,Male,Medium,8.5,54.5,58.33
30,Male,Medium,4.3,68.0,80.0
61,Male,High,5.6,57.7,63.56
45,Male,Medium,7.1,28.7,48.49
53,Male,Medium,6.4,40.3,45.03
49,Female,Medium,7.2,26.1,46.02
30,Female,Low,6.6,30.4,45.74
18,Male,Medium,4.3,75.2,77.0
21,Male,High,8.9,74.9,43.18
40,Male,High,8.4,67.8,49.74
34,Female,Medium,7.1,54.4,48.86
23,Male,High,8.9,46.2,32.15
62,Female,High,8.6,28.1,23.7
60,Male,Low,7.6,27.7,54.25
29,Male,Low,6.5,50.1,63.5
43,Male,High,4.3,36.8,64.08
52,Female,High,5.6,57.4,59.77
45,Female,High,7.3,72.1,66.13
53,Female,Medium,5.5,25.4,44.92
58,Female,Medium,9.1,39.6,33.39
26,Female,High,6.5,40.6,43.19
30,Female,Low,4.5,49.6,78.97
39,Male,High,9.9,51.4,29.71
37,Female,Medium,5.1,40.8,64.21
39,Male,High,8.6,58.3,49.25
25,Male,Low,6.5,22.0,40.89
58,Male,High,9.8,55.9,30.67
46,Male,Medium,6.0,60.4,69.25
45,Male,Medium,5.3,26.4,56.76
41,Female,Medium,7.4,27.5,46.53
45,Female,Medium,5.4,73.7,71.97
18,Male,Medium,8.3,37.4,29.84
58,Female,High,9.3,38.3,29.37
24,Female,Medium,10.0,68.2,48.78
43,Male,High,4.9,74.8,78.34
38,Female,High,4.5,39.1,50.73
31,Female,Low,8.3,54.3,50.32
28,Female,High,4.9,48.2,55.89
22,Male,Medium,5.0,44.9,62.14
42,Female,Medium,7.0,34.5,52.96
32,Male,Medium,5.3,24.0,44.13
64,Male,Medium,9.7,24.2,25.85
31,Male,High,6.5,55.8,56.41
30,Female,Medium,8.7,58.2,46.72
58,Female,Medium,9.3,66.0,51.53
47,Female,High,9.6,69.8,49.08
41,Female,Medium,4.7,45.9,59.6
56,Female,High,7.0,44.6,48.89
41,Female,Low,7.6,31.1,56.43
44,Male,High,9.7,77.1,58.32
26,Female,Low,5.9,23.8,44.1
21,Male,Low,8.6,39.3,50.91
34,Male,Medium,7.9,70.7,51.19
35,Female,High,5.4,49.6,64.57
42,Female,High,5.4,58.0,59.31
28,Female,High,6.2,61.7,57.69
57,Female,Medium,5.7,58.6,62.37
38,Female,High,6.7,68.4,61.92
48,Female,High,8.6,45.8,47.92
27,Female,High,4.8,72.2,59.91
48,Female,High,7.3,46.2,45.59
37,Female,Low,7.0,34.1,53.39
30,Male,Low,4.2,23.1,60.31
64,Female,Low,6.2,68.4,77.59
59,Male,High,9.7,23.6,14.77
55,Female,High,7.8,52.2,46.69
32,Male,High,5.2,33.2,35.72
56,Male,High,6.5,66.7,54.34
40,Female,Medium,7.7,27.3,32.84
20,Female,Medium,8.9,59.1,45.07
29,Male,Medium,8.9,30.8,27.77
48,Male,High,9.2,42.3,32.19
28,Female,Medium,7.7,75.6,59.87
27,Female,High,8.7,56.3,34.7
25,Male,High,4.7,20.2,44.15
45,Female,Medium,8.9,40.0,40.98
58,Male,Low,9.2,50.6,50.11
35,Female,Medium,7.1,75.6,64.82
19,Male,Low,6.0,51.9,60.12
40,Female,High,8.9,55.6,52.05
27,Female,High,5.6,40.2,50.32
32,Female,Medium,5.7,44.2,58.69
18,Male,High,9.2,73.6,42.5
31,Female,Low,9.0,60.9,58.43
19,Female,High,8.0,74.8,51.92
32,Female,Medium,4.5,70.6,71.79
58,Female,Medium,7.7,48.9,56.06
45,Male,Low,9.0,39.4,47.37
45,Female,High,6.2,20.2,41.85
48,Male,High,6.2,57.0,57.2
33,Female,Medium,9.4,34.6,26.15
49,Female,Low,5.7,39.7,66.79
36,Male,Medium,6.1,68.1,69.89
20,Male,High,7.4,32.3,37.91
